λ_teo (Å),λ_obs (Å),Flujo,Profundidad,Velocidad (m/s),Curvatura,Bisectriz,Coef 0,Coef 1,Coef 2,Coef 3,Coef 4
4599.8425,4599.8335472856725,0.390032749321343,0.609967250678657,-583.488724656719,5159272811.440334,-673.3054067162824,0.39111060680235776,-0.7273536443263294,121.91980652472957,307.1227872901764,-13887.711390416705
4602.001,4602.001500386874,0.11938699571019845,0.8806130042898015,32.597170407417565,3603531174.0641384,31.64774814573173,0.1207174835184764,-0.672846904416292,85.07555206595691,-7.0324785210196294,1237.8259692135252
4602.941,4602.946221339456,0.058610181514947984,0.941389818485052,340.0691405168919,1075148382.2930205,-4678.03604356463,0.058741815509031806,0.11513654152280801,25.37269555749947,92.47875495103077,3014.0490789065975
4618.7577,4618.76751366229,0.2324485299196337,0.7675514700803663,636.9812254759148,3604683527.835754,824.1822679623396,0.23261909379548543,0.2404462043495193,84.48603742697047,-181.27108922601323,-1470.0577011749924
4619.288,4619.288280303314,0.2188086425264941,0.7811913574735059,18.191725596977353,4737629838.61404,484.26714629856673,0.22048742595285795,0.865817730370688,111.01482959401251,-183.92101674258754,-6182.697026011028
4625.0453,4625.04483400217,0.17515209961325892,0.824847900386741,-30.205679220881958,4570718539.639419,17.578389929326807,0.17531674866390046,0.2652603177778486,106.83722250553686,-6.190839024898488,-4546.303450233736
4630.1203,4630.122155677391,0.15958350222372952,0.8404164977762705,120.15197237012201,3544040906.57714,728.2417156215514,0.15972058143754378,0.21314116120006008,82.65779812987074,-153.68976943347343,-2033.2290067253216
4635.8462,4635.844502968831,0.2723351581131046,0.7276648418868954,-109.74418121407074,5823249882.405727,64.78124895610247,0.2723944252005769,-0.1791963544669702,135.4807868687859,-36.77417093975668,-10661.264691398177
4637.5034,4637.503103361883,0.1856531656893074,0.8143468343106925,-19.1762382300662,4701464562.406063,34.12805748237796,0.18621508038641227,-0.4955360768442432,109.30367015827916,-12.614631405487353,-4931.934186341003
4643.4634,4643.462622545445,0.25872823685420177,0.7412717631457982,-50.1942175204176,5204681159.065558,296.61981210589397,0.25928753773785873,0.5201589597212859,120.69248403631781,-133.84799004717144,-8898.874242506383
4647.4342,4647.435427025208,0.15826139722598612,0.8417386027740139,79.15182601120436,3577942242.540286,497.5744449637776,0.15910001145504013,0.5280790170681423,82.82789064578105,-105.83612416133023,-3013.3057912946624
4661.9703,4661.970508311647,0.318654350616959,0.681345649383041,13.395679647075612,4990771783.625396,713.8843377520981,0.3200226157660272,0.7957428008890907,114.81501098461109,-292.6873899591989,-10583.560053193842
4669.1711,4669.17088292995,0.24639166870674184,0.7536083312932582,-13.937369706385386,3995704142.226682,1166.5978229883688,0.24665164556346558,0.30953531721932703,91.63972790478189,-305.1671663326331,-5844.161166473236
